1,80755;0,89700
1,74580;0,89400
1,70044;0,90450
1,66284;0,89500
1,62813;0,89900
1,60012;0,90100
1,57572;0,89950
1,54940;0,89950
1,52767;0,90400
1,50435;0,90200
1,48720;0,90400
1,46818;0,90000
1,45058;0,90050
1,43567;0,89450
1,41909;0,90050
1,40475;0,90800
1,38911;0,90550
1,37563;0,90750
1,36371;0,90500
1,35084;0,90850
1,33746;0,90400
1,32464;0,90150
1,31518;0,91050
1,30240;0,89750
1,29245;0,89950
1,28213;0,89750
1,27142;0,89850
1,26216;0,90250
1,25277;0,89350
1,24269;0,89350
1,23412;0,89500
1,22636;0,89050
1,21666;0,88650
1,20898;0,89300
1,20002;0,88600
1,19300;0,89350
1,18536;0,87950
1,17727;0,87750
1,17075;0,87600
1,16315;0,87050
1,15665;0,88200
1,14926;0,88000
1,14291;0,87450
1,13661;0,87800
1,13013;0,87150
1,12309;0,87700
1,11701;0,88250
1,11146;0,87900
1,10457;0,85200
0,44917;0,89000
0,43425;0,89600
0,41283;0,77800
0,40684;0,70800
0,38854;0,58550
0,36735;0,56700
0,35479;0,58400
0,35013;0,59350
0,33835;0,57900
0,33225;0,52650
0,32201;0,51450
0,30880;0,49700
0,30308;0,48050
0,29795;0,46800
0,29382;0,47950
0,28715;0,45600
0,27890;0,44800
0,28859;0,45500
0,28310;0,45400
0,27664;0,42850
0,27052;0,42000
0,26370;0,38050
0,25844;0,37300
0,24722;0,33750
0,24387;0,34950
0,24062;0,34200
0,24500;0,35850
0,23874;0,35750
0,23890;0,34450
0,23578;0,35300
0,22416;0,33700
0,22770;0,35250
0,23072;0,35000
0,22408;0,33950
0,21976;0,33000
0,22305;0,34100
0,21240;0,34100
0,21391;0,34200
0,20396;0,28050
0,20242;0,27550
0,19127;0,25350
0,18330;0,24900
0,19371;0,27350
0,19400;0,27550
0,18628;0,26800
0,17881;0,24800
0,17919;0,24150
0,18008;0,24450
0,16595;0,22150
0,16954;0,22300
0,17355;0,23500
0,18228;0,23800
0,18133;0,22950
0,18090;0,23050
0,18053;0,22950
0,17363;0,21100
0,17870;0,23500
0,18113;0,23200
0,17306;0,21150
0,17264;0,21100
0,18127;0,22700
0,17686;0,23300
0,18080;0,23850
0,17425;0,22700
0,17974;0,23900
0,17218;0,22900
0,16685;0,21250
0,18014;0,23000
0,18326;0,24400
0,17869;0,23450
0,17181;0,23100
0,17394;0,23150
0,17660;0,22600
0,16374;0,20900
0,16863;0,22150
0,17277;0,23300
0,18157;0,24000
0,18072;0,23900
0,18022;0,23800
0,17972;0,23750
0,17287;0,22950
0,17797;0,24300
0,18034;0,23650
0,17223;0,21600
0,17181;0,22000
0,18051;0,23400
0,17611;0,23500
0,18001;0,24050
0,17339;0,23050
0,17895;0,24200
0,17137;0,22700
0,16604;0,21450
0,17936;0,23050
0,18252;0,24300
0,17794;0,23600
0,17101;0,23400
0,17312;0,23350
0,17583;0,22950
0,16296;0,21050
0,16783;0,22350
