0,49995;0,89650
0,49994;0,88250
0,49992;0,89400
0,49989;0,88800
0,49979;0,88200
0,46368;0,88100
0,45239;0,89400
0,44825;0,82000
0,40083;0,73300
0,36284;0,68350
0,36417;0,69550
0,36412;0,70150
0,35731;0,68950
0,36096;0,68250
0,31419;0,52450
0,25758;0,40450
0,21522;0,34800
0,20986;0,35400
0,20240;0,35050
0,18600;0,33150
0,17783;0,27950
0,15744;0,26100
0,13657;0,16050
0,10240;0,15150
0,10588;0,09300
0,07604;0,08100
0,06830;0,07350
0,06219;0,07250
0,06099;0,06450
0,05433;0,06350
0,05547;0,06300
0,06076;0,07350
0,04973;0,06100
0,04736;0,05400
0,05995;0,07150
0,05000;0,05500
0,05388;0,06700
0,04650;0,04950
0,04667;0,05800
0,04482;0,04850
0,04088;0,04650
0,05061;0,06050
0,05425;0,06800
0,05359;0,06100
0,04434;0,05150
0,04831;0,05800
0,04164;0,04750
0,04224;0,04750
0,03701;0,04350
0,04984;0,06050
0,05031;0,06050
0,04736;0,05600
0,04430;0,05650
0,04525;0,05050
0,04131;0,04650
0,04333;0,04700
0,04642;0,05650
0,03808;0,03550
0,03694;0,04200
0,04908;0,05800
0,04184;0,04650
0,04478;0,05650
0,03839;0,04200
0,03729;0,04550
0,03798;0,04250
0,03448;0,04000
0,04307;0,04650
0,04624;0,05600
0,04729;0,05450
0,03766;0,04250
0,04359;0,05350
0,03619;0,03900
0,03752;0,03850
0,03256;0,04000
0,04438;0,05500
0,04318;0,05150
0,04155;0,05100
0,03883;0,04500
0,04090;0,04550
0,03634;0,04100
0,03913;0,04350
0,04134;0,04600
0,03390;0,03700
0,03244;0,03350
0,04460;0,05100
0,03808;0,04400
0,04129;0,05000
0,03334;0,03500
0,03306;0,03700
0,03563;0,04100
0,03026;0,03300
0,03859;0,04300
0,04187;0,04700
0,04390;0,05250
0,03375;0,03700
0,03919;0,04850
0,03310;0,03400
0,03525;0,03900
0,02986;0,03200
0,04061;0,04950
0,03951;0,04600
0,03754;0,04400
0,03550;0,04250
0,03886;0,04300
0,03307;0,03600
0,03669;0,04050
0,03774;0,04550
0,03140;0,03400
0,02908;0,03000
0,04159;0,04950
0,03575;0,04250
0,03852;0,04450
0,03062;0,03100
0,02995;0,03300
0,03367;0,04000
0,02760;0,03250
0,03615;0,04200
0,03881;0,04350
0,04167;0,04900
