0,79853;0;0,44318;1рмс;0,05607;2адам;0,03688;3адаград;0,5;4моментум;0,03654;5нестеров;;эпох 250-400
0,61761;;0,37932;;0,05407;;0,02732;;0,5;;0,03681;;;внутренних соев 15
0,53951;;0,31399;;0,04981;;0,04083;;0,5;;0,03601;;;скрость 0ю001
0,49967;;0,2722;;0,05032;;0,04585;;0,5;;0,02608;;;коунтмакс=50
0,48221;;0,23923;;0,05564;;0,04292;;0,5;;0,03914;;;веса w и b стартуют с рандомом в 0.01
0,47053;;0,20404;;0,04289;;0,0338;;0,5;;0,04391;;;мнист. Обновление друг за другом было вроде
0,46329;;0,18551;;0,04302;;0,0364;;0,5;;0,03984;;;
0,46029;;0,17098;;0,05151;;0,03774;;0,5;;0,03073;;;
0,45742;;0,14722;;0,04359;;0,03734;;0,5;;0,0347;;;
0,45664;;0,13926;;0,04863;;0,0262;;0,5;;0,0361;;;
0,45445;;0,13704;;0,04554;;0,04129;;0,5;;0,03553;;;
0,45381;;0,11951;;0,0463;;0,03729;;0,5;;0,02442;;;
0,45275;;0,11646;;0,04321;;0,03886;;0,5;;0,03855;;;
0,45226;;0,1058;;0,035;;0,03553;;0,5;;0,03638;;;
0,45183;;0,10342;;0,04869;;0,03915;;0,5;;0,03795;;;
0,45161;;0,09232;;0,05567;;0,03737;;0,5;;0,03505;;;
0,45139;;0,08219;;0,0514;;0,03858;;0,5;;0,03835;;;
0,45138;;0,09446;;0,041;;0,04502;;0,5;;0,03459;;;
0,45115;;0,10024;;0,04658;;0,03193;;0,5;;0,03717;;;
0,45094;;0,09321;;0,04469;;0,02807;;0,5;;0,04273;;;
0,45087;;0,07957;;0,04309;;0,04026;;0,5;;0,02976;;;
0,45106;;0,08528;;0,034;;0,03417;;0,5;;0,02628;;;
0,45069;;0,07823;;0,04852;;0,0382;;0,5;;0,03645;;;
0,4507;;0,07395;;0,04975;;0,03588;;0,5;;0,03174;;;
0,45078;;0,06474;;0,0503;;0,0375;;0,5;;0,0365;;;
0,45088;;0,07576;;0,04748;;0,03654;;0,5;;0,0338;;;
0,45066;;0,07981;;0,04835;;0,02707;;0,5;;0,0342;;;
0,45075;;0,07791;;0,04463;;0,04052;;0,5;;0,03478;;;
0,45067;;0,07759;;0,0464;;0,04541;;0,5;;0,02458;;;
0,45071;;0,07552;;0,0516;;0,04244;;0,5;;0,03645;;;
0,45068;;0,07256;;0,03952;;0,03346;;0,5;;0,04216;;;
0,4509;;0,07225;;0,0387;;0,03617;;0,5;;0,03726;;;
0,45068;;0,07636;;0,04809;;0,03749;;0,5;;0,02868;;;
0,45061;;0,06584;;0,04107;;0,03714;;0,5;;0,03262;;;
0,45051;;0,06558;;0,0458;;0,02597;;0,5;;0,03415;;;
0,45084;;0,07666;;0,04287;;0,04098;;0,5;;0,03355;;;
0,45071;;0,066;;0,04319;;0,03714;;0,5;;0,02317;;;
0,45043;;0,06885;;0,04048;;0,03862;;0,5;;0,0367;;;
0,45069;;0,06519;;0,03242;;0,03533;;0,5;;0,03465;;;
0,45054;;0,06801;;0,04638;;0,03897;;0,5;;0,03712;;;
0,45064;;0,06068;;0,05279;;0,03695;;0,5;;0,03386;;;
0,45034;;0,05376;;0,04799;;0,0383;;0,5;;0,03658;;;
0,45052;;0,06656;;0,03842;;0,0447;;0,5;;0,0329;;;
