0,03688
0,02732
0,04083
0,04585
0,04292
0,03380
0,03640
0,03774
0,03734
0,02620
0,04129
0,03729
0,03886
0,03553
0,03915
0,03737
0,03858
0,04502
0,03193
0,02807
0,04026
0,03417
0,03820
0,03588
0,03750
0,03654
0,02707
0,04052
0,04541
0,04244
0,03346
0,03617
0,03749
0,03714
0,02597
0,04098
0,03714
0,03862
0,03533
0,03897
0,03695
0,03830
0,04470
0,03169
0,02793
0,03999
0,03403
0,03805
0,03574
0,03734
0,03640
0,02695
0,04038
0,04519
0,04219
0,03328
0,03604
0,03735
0,03703
0,02585
0,04080
0,03706
0,03848
0,03521
0,03886
0,03668
0,03812
0,04450
0,03153
0,02784
0,03980
0,03394
0,03794
0,03564
0,03723
0,03631
0,02687
0,04028
0,04504
0,04201
0,03314
0,03595
0,03725
0,03695
0,02577
0,04067
0,03701
0,03839
0,03513
0,03879
0,03647
0,03799
0,04435
0,03141
0,02777
0,03966
0,03387
0,03786
0,03557
0,03715
0,03623
0,02681
0,04020
0,04493
0,04187
0,03304
0,03588
0,03718
0,03689
0,02570
0,04056
0,03697
0,03831
0,03506
0,03872
0,03631
0,03789
0,04423
0,03132
0,02771
0,03955
0,03382
0,03779
0,03551
0,03708
0,03617
0,02676
0,04014
0,04483
0,04175
0,03295
0,03582
0,03712
0,03684
0,02565
0,04048
0,03694
0,03825
0,03501
0,03867
0,03617
0,03780
0,04413
0,03124
0,02767
0,03945
0,03377
0,03774
0,03546
0,03702
0,03612
0,02672
0,04008
0,04475
0,04165
0,03287
0,03577
0,03706
0,03680
0,02560
0,04040
0,03691
0,03820
0,03496
0,03863
0,03605
0,03773
0,04404
0,03117
0,02763
0,03937
0,03373
0,03769
0,03542
0,03697
0,03608
0,02668
0,04003
0,04468
0,04156
0,03280
0,03572
0,03702
0,03676
0,02557
0,04033
0,03690
0,03816
0,03493
0,03860
0,03595
0,03767
0,04396
0,03111
0,02760
0,03929
0,03370
0,03764
0,03539
0,03693
0,03604
0,02665
0,03998
0,04462
0,04148
0,03274
0,03568
0,03698
0,03673
0,02553
0,04028
0,03688
0,03812
0,03489
0,03856
0,03586
0,03761
0,04389
0,03106
0,02757
0,03923
0,03367
0,03761
0,03536
0,03689
0,03600
0,02662
0,03994
0,04456
0,04140
0,03268
0,03565
0,03695
0,03670
0,02550
0,04022
0,03687
0,03809
0,03486
0,03853
0,03577
0,03756
0,04383
0,03102
0,02754
0,03916
0,03365
0,03757
0,03533
