0,90000
0,89900
0,90150
0,90650
0,89900
0,91000
0,90250
0,89650
0,90150
0,90150
0,90000
0,90600
0,89900
0,89200
0,90550
0,89900
0,89650
0,90450
0,91400
0,90800
0,90600
0,89950
0,90100
0,90150
0,89700
0,89600
0,89250
0,90000
0,90450
0,91100
0,90050
0,89050
0,90500
0,90150
0,89550
0,88350
0,90800
0,90300
0,91400
0,90700
0,89300
0,89650
0,89650
0,91400
0,90900
0,89550
0,90950
0,91250
0,90250
0,90450
0,89900
0,90150
0,90000
0,88150
0,90650
0,90050
0,90250
0,90500
0,88800
0,90150
0,89850
0,89000
0,89400
0,90100
0,90700
0,89900
0,89650
0,90850
0,91400
0,90900
0,91100
0,90950
0,91250
0,90150
0,90450
0,89950
0,89650
0,88850
0,88150
0,90650
0,90850
0,90550
0,90500
0,90150
0,89550
0,90400
0,89500
0,89900
0,90100
0,89200
0,90500
0,89650
0,89650
0,90650
0,89350
0,90350
0,90950
0,89350
0,88900
0,90000
0,89600
0,90150
0,90000
0,88150
0,90650
0,90050
0,89450
0,90500
0,90150
0,89200
0,89850
0,89000
0,89800
0,89200
0,89200
0,90750
0,89650
0,89650
0,90100
0,89350
0,90350
0,89850
0,89350
0,89950
0,90000
0,89600
0,91450
0,90000
0,90450
0,90650
0,90050
0,89450
0,89550
0,90150
0,90150
0,90400
0,90400
0,89800
0,89550
0,89200
0,90750
0,91250
0,89650
0,91400
0,90900
0,90350
0,89850
0,89350
0,90350
0,90450
0,89600
0,91450
0,90000
0,90450
0,90650
0,90050
0,89450
0,89650
0,90150
0,90150
0,90950
0,89500
0,90500
0,90100
0,90700
0,89900
0,89650
0,90450
0,91400
0,90900
0,90350
0,89900
0,89350
0,88900
0,89950
0,90000
0,90150
0,90000
0,88150
0,90650
0,90050
0,89450
0,90500
0,90750
0,90150
0,90000
0,89500
0,90500
0,89550
0,89200
0,90000
0,91250
0,89650
0,91400
0,90800
0,89250
0,89550
0,90100
0,89950
0,89950
0,89600
0,90150
0,90000
0,90100
0,91100
0,90050
0,89050
0,90500
0,90150
0,89200
0,90400
0,89500
0,89800
0,90100
0,89200
0,89900
0,91250
0,90450
0,91400
0,89350
0,90350
0,89850
0,89350
0,89950
0,90450
0,89600
0,91450
0,90000
0,88150
0,91100
0,90050
0,89950
0,90500
0,88800
0,90150
0,90000
0,89500
0,90700
0,90100
0,89200
0,89900
0,89650
0,89650
0,91400
0,90900
0,90600
0,89850
0,90100
0,89950
0,89950
0,89600
0,91450
0,88850
0,90450
0,90650
0,90050
0,89450
0,89550
0,90150
0,90150
0,89850
0,89500
0,89800
0,90100
0,89200
0,90750
0,91250
0,89650
0,90650
0,90900
0,89200
0,90100
0,89350
0,90350
0,89950
0,89600
0,91450
0,90000
0,90450
0,90650
0,90050
0,90450
0,89400
0,90150
0,90150
0,90000
0,89500
0,89800
