0,90700
0,91000
0,89600
0,89800
0,90300
0,90550
0,89850
0,89750
0,90050
0,89150
0,89600
0,89950
0,90850
0,90350
0,89800
0,89600
0,89550
0,90000
0,89800
0,89250
0,90850
0,90300
0,89800
0,90650
0,89500
0,90700
0,91000
0,89600
0,89800
0,90300
0,90550
0,89850
0,89750
0,90050
0,89150
0,89600
0,89950
0,90850
0,90350
0,89800
0,89600
0,89550
0,90000
0,89800
0,89250
0,90850
0,90300
0,89800
0,90650
0,89500
0,90700
0,91000
0,89600
0,89800
0,90300
0,90550
0,89850
0,89750
0,90050
0,89150
0,89600
0,89950
0,90850
0,90350
0,89800
0,89600
0,89550
0,90000
0,89800
0,89250
0,90850
0,90300
0,89800
0,90650
0,89500
0,90700
0,91000
0,89600
0,89800
0,90300
0,90550
0,89850
0,89750
0,90050
0,89150
0,89600
0,89950
0,90850
0,90350
0,89800
0,89600
0,89550
0,90000
0,89800
0,89250
0,90850
0,90300
0,89800
0,90650
0,89500
0,90700
0,91000
0,89600
0,89800
0,90300
0,90550
0,89850
0,89750
0,90050
0,89150
0,89600
0,89950
0,90850
0,90350
0,89800
0,89600
0,89550
0,90000
0,89800
0,89250
0,90850
0,90300
0,89800
0,90650
0,89500
0,90700
0,91000
0,89600
0,89800
0,90300
0,90550
0,89850
0,89750
0,90050
0,89150
0,89600
0,89950
0,90850
0,90350
0,89800
0,89600
0,89550
0,90000
0,89800
0,89250
0,90850
0,90300
0,89800
0,90650
