0,57468; 0,91020
0,45300; 0,90280
0,45044; 0,89760
0,45195; 0,89940
0,45292; 0,89740
0,45345; 0,89740
0,45375; 0,89700
0,45394; 0,90280
0,45395; 0,89760
0,45400; 0,89940
0,45404; 0,89740
0,45407; 0,89740
0,45409; 0,89700
0,45412; 0,90280
0,45405; 0,89760
0,45405; 0,89940
0,45407; 0,89740
0,45409; 0,89740
0,45410; 0,89700
0,45413; 0,90280
0,45405; 0,89760
0,45405; 0,89940
0,45407; 0,89740
0,45409; 0,89740
0,45410; 0,89700
0,45413; 0,90280
0,45405; 0,89760
0,45405; 0,89940
0,45407; 0,89740
0,45409; 0,89740
0,45409; 0,89700
0,45412; 0,90280
0,45405; 0,89760
0,45405; 0,89940
0,45407; 0,89740
0,45409; 0,89740
0,45410; 0,89700
0,45412; 0,90280
0,45405; 0,89760
0,45405; 0,89940
0,45407; 0,89740
0,45409; 0,89740
0,45410; 0,89700
0,45412; 0,90280
0,45406; 0,89760
0,45405; 0,89940
0,45408; 0,89740
0,45410; 0,89740
0,45411; 0,89700
0,45413; 0,90280
0,45407; 0,89780
0,45406; 0,89940
0,45409; 0,89740
0,45411; 0,89740
0,45412; 0,89700
0,45414; 0,90280
0,45409; 0,89780
0,45408; 0,89940
0,45411; 0,89740
0,45414; 0,89740
0,45415; 0,89700
0,45416; 0,90260
0,45412; 0,89780
0,45411; 0,89960
0,45415; 0,89740
0,45418; 0,89740
0,45418; 0,89700
0,45419; 0,90260
0,45417; 0,89740
0,45416; 0,89960
0,45420; 0,89740
0,45423; 0,89780
0,45424; 0,89680
0,45424; 0,90220
0,45424; 0,89700
0,45423; 0,89900
0,45426; 0,89760
0,45431; 0,89800
0,45432; 0,89660
0,45431; 0,90220
0,45434; 0,89620
0,45431; 0,89860
0,45435; 0,89660
0,45441; 0,89720
0,45442; 0,89640
0,45440; 0,90280
0,45445; 0,89580
0,45442; 0,89780
0,45447; 0,89560
0,45453; 0,89640
0,45455; 0,89520
0,45452; 0,90220
0,45460; 0,89240
0,45458; 0,89580
0,45462; 0,89480
0,45471; 0,89460
0,45474; 0,89440
0,45472; 0,90020
0,45480; 0,88080
0,45480; 0,89280
0,45484; 0,89320
0,45495; 0,89400
0,45503; 0,89260
